method,source_gene,target_gene,f_score_mean,recall_mean
meandifference,PMPCB,COPZ1,0.05879338806299585,0.0
meandifference,PMPCB,COX7C,0.13287414474735726,1.0
meandifference,PMPCB,CPSF3,0.09205445055401046,0.0
meandifference,PMPCB,CSE1L,0.37923027733271913,0.0
meandifference,PMPCB,CSNK1A1,0.0891504007243694,0.0
meandifference,PMPCB,CYCS,0.42480873074256004,1.0
meandifference,PMPCB,DCUN1D5,0.24233927451735138,0.0
meandifference,PMPCB,DDX24,0.2865942382379746,0.0
meandifference,PMPCB,DDX46,0.3726510803740334,0.0
meandifference,PMPCB,DDX5,0.2388611190974569,0.0
meandifference,PMPCB,DENR,0.1359761354063255,0.0
meandifference,PMPCB,DHX15,0.29738584890499625,0.0
meandifference,PMPCB,DHX36,0.14044011923807231,0.0
meandifference,PMPCB,DLD,0.0604134417370091,1.0
meandifference,PMPCB,DNAJA1,0.3583040177135738,0.0
meandifference,PMPCB,DNAJC19,0.07505677654585236,1.0
meandifference,PMPCB,DNAJC8,0.1919909816635969,0.0
meandifference,PMPCB,DNMT1,0.3217478697739393,0.0
meandifference,PMPCB,DNTTIP2,0.22703556125428825,0.0
meandifference,PMPCB,DRAP1,0.1124382983082998,0.0
meandifference,PMPCB,DYNC1H1,0.2205897855738851,0.0
meandifference,PMPCB,DYNC1I2,0.09182297314425611,0.0
meandifference,PMPCB,EEF1G,0.02294484656564865,0.0
meandifference,PMPCB,EEF2,0.0319654290053082,0.0
meandifference,PMPCB,EGLN2,0.1238963838134369,0.0
meandifference,PMPCB,EIF2B5,0.09955523292936411,0.0
meandifference,PMPCB,EIF2S1,0.29407325369692416,0.0
meandifference,PMPCB,EIF3A,0.2437645628614134,0.0
meandifference,PMPCB,EIF3D,0.07839907237606145,0.0
meandifference,PMPCB,EIF3E,0.1429276231554029,0.0
meandifference,PMPCB,EIF3H,0.1012521001826536,0.0
meandifference,PMPCB,EIF3M,0.0768404777469234,0.0
meandifference,PMPCB,EIF4E,0.2777401607656079,0.0
meandifference,PMPCB,EIF4G1,0.5296857053628723,0.0
meandifference,PMPCB,EIF4G2,0.4261981587030921,0.0
meandifference,PMPCB,EIF5,0.14412804737932125,0.0
meandifference,PMPCB,EXOC3,0.0372775360911244,0.0
meandifference,PMPCB,GAPDH,0.22198623121954145,0.0
meandifference,PMPCB,GARS,0.4472394443252993,0.0
meandifference,PMPCB,GNL2,0.26208130451631134,0.0
meandifference,PMPCB,GPN3,0.12631474784610625,0.0
meandifference,PMPCB,GTF2A2,0.3358380201556934,0.0
meandifference,PMPCB,GTF3C6,0.2847901015832576,0.0
meandifference,PMPCB,H3F3A,0.13038783715616203,0.0
meandifference,PMPCB,HEATR1,0.2598481712678834,0.0
meandifference,PMPCB,HIRA,0.09615134598684165,0.0
meandifference,PMPCB,HMGB1,0.3010898084116619,0.0
meandifference,PMPCB,HNRNPC,0.25702389012919996,0.0
meandifference,PMPCB,HNRNPM,0.26433910255844206,0.0
meandifference,PMPCB,HNRNPR,0.20576975465499237,0.0
meandifference,PMPCB,HSPA5,0.17834567157669745,0.0
meandifference,PMPCB,HSPA8,0.4962917156300371,0.0
meandifference,PMPCB,HSPA9,0.0585171052411999,1.0
meandifference,PMPCB,HSPD1,0.30171491372897774,1.0
meandifference,PMPCB,IARS2,0.2955051932042855,0.0
meandifference,PMPCB,ICE1,0.17974825046936124,0.0
meandifference,PMPCB,IK,0.1595252606002803,0.0
meandifference,PMPCB,KIF11,0.35142258087208034,0.0
meandifference,PMPCB,KPNB1,0.3013728100163723,0.0
meandifference,PMPCB,KRR1,0.15608654572182012,0.0
meandifference,PMPCB,KRT10,0.2165008982863168,0.0
meandifference,PMPCB,KRT8,0.12957995758759935,0.0
meandifference,PMPCB,LIMS1,0.23708671782423815,0.0
meandifference,PMPCB,LSM2,0.32604414750107075,0.0
meandifference,PMPCB,LSM5,0.1543550614880104,0.0
meandifference,PMPCB,LSM6,0.26250798427903005,0.0
meandifference,PMPCB,LTV1,0.17634967367754825,0.0
meandifference,PMPCB,MAGOH,0.10001853535756056,0.0
meandifference,PMPCB,MED1,0.11077081381799944,0.0
meandifference,PMPCB,MED10,0.08985864070738675,0.0
meandifference,PMPCB,METAP2,0.21447979269023437,0.0
meandifference,PMPCB,MRPL14,0.49963750817826247,0.0
meandifference,PMPCB,MRPL18,0.3086300433859276,0.0
meandifference,PMPCB,MRPL3,0.2943845064356358,0.0
meandifference,PMPCB,MRPL36,0.44796161795123085,0.0
meandifference,PMPCB,MRPS35,0.11198498643971161,0.0
meandifference,PMPCB,MYCBP,0.158804130931355,0.0
meandifference,PMPCB,MZT1,0.2311944844050047,0.0
meandifference,PMPCB,NAA38,0.2234772948441766,0.0
meandifference,PMPCB,NACA,0.0234171295551654,0.0
meandifference,PMPCB,NASP,0.24059317845905404,0.0
meandifference,PMPCB,NCBP2,0.149264393383383,0.0
meandifference,PMPCB,NCL,0.3880523463071365,0.0
meandifference,PMPCB,NDUFA2,0.2764645448359457,0.0
meandifference,PMPCB,NDUFAB1,0.3571150054027701,0.0
meandifference,PMPCB,NDUFB10,0.2782456270827906,1.0
meandifference,PMPCB,NDUFB6,0.22936917290408232,0.0
meandifference,PMPCB,NDUFB8,0.1978502415351685,1.0
meandifference,PMPCB,NDUFS5,0.3766760305233305,0.0
meandifference,PMPCB,NEDD8,0.17560791524232774,0.0
meandifference,PMPCB,NIFK,0.0706604921207668,0.0
meandifference,PMPCB,NIP7,0.3980619856564402,0.0
meandifference,PMPCB,NOL11,0.29785701808284776,0.0
meandifference,PMPCB,NUP107,0.21306510337456258,0.0
meandifference,PMPCB,NUP205,0.23639393817044585,0.0
meandifference,PMPCB,OSTC,0.0911545034925947,0.0
meandifference,PMPCB,OXA1L,0.2073655462744649,0.0
meandifference,PMPCB,PCBP2,0.08541990576008729,0.0
meandifference,PMPCB,PCID2,0.123494095634505,0.0
meandifference,PMPCB,PDCD5,0.1962857422946455,0.0
meandifference,PMPCB,PDCD6,0.28317280068718004,0.0
meandifference,PMPCB,PDCD6IP,0.163401371180946,0.0
meandifference,PMPCB,PFN1,0.14901349830540056,0.0
meandifference,PMPCB,PHB,0.44512760213378244,1.0
meandifference,PMPCB,PHB2,0.17046472258319884,1.0
meandifference,PMPCB,PKM,0.39156823129586316,0.0
meandifference,PMPCB,PMF1,0.238002834213476,0.0
meandifference,PMPCB,PNISR,0.0938840092280773,0.0
meandifference,PMPCB,POLR2A,0.3266875955728654,0.0
meandifference,PMPCB,POLR2B,0.14558347448215891,0.0
meandifference,PMPCB,POLR2E,0.3368458870186793,0.0
meandifference,PMPCB,POLR2F,0.36318978161416393,0.0
meandifference,PMPCB,POLR2I,0.16962040380572546,0.0
meandifference,PMPCB,POP7,0.4407040401520471,0.0
meandifference,PMPCB,PPA1,0.1663371126021351,0.0
meandifference,PMPCB,PPIA,0.1276238896071371,0.0
meandifference,PMPCB,PPP1CA,0.10462138719550135,0.0
meandifference,PMPCB,PPP2R1A,0.2559540920821475,0.0
meandifference,PMPCB,PRELID1,0.32523829748868155,0.0
meandifference,PMPCB,PRELID3B,0.11454952124783895,0.0
meandifference,PMPCB,PRPF4B,0.25184530647278347,0.0
meandifference,PMPCB,PSMA1,0.1705735958831969,0.0
meandifference,PMPCB,PSMA3,0.24818716355428264,0.0
meandifference,PMPCB,PSMA4,0.09854889544407561,0.0
meandifference,PMPCB,PSMB1,0.24032960237545486,0.0
meandifference,PMPCB,PSMB5,0.311299514742275,0.0
meandifference,PMPCB,PSMB6,0.22591433347424683,0.0
meandifference,PMPCB,PSMB7,0.23957001182677662,0.0
meandifference,PMPCB,PSMC1,0.32854686030879754,0.0
meandifference,PMPCB,PSMC2,0.32084225640317743,0.0
meandifference,PMPCB,PSMC4,0.16199524407861104,0.0
meandifference,PMPCB,PSMD1,0.3780278807413014,0.0
meandifference,PMPCB,PSMD12,0.28335003884545373,0.0
meandifference,PMPCB,PSMD4,0.1338632337870044,0.0
meandifference,PMPCB,PSMD6,0.18538046620693022,0.0
meandifference,PMPCB,PSMD7,0.18319251609727155,0.0
meandifference,PMPCB,PSMG3,0.15948905318736906,0.0
meandifference,PMPCB,PTMA,0.3851624724348691,0.0
meandifference,PMPCB,QARS,0.18910313919081434,0.0
meandifference,PMPCB,RAC1,0.11593908395740415,0.0
meandifference,PMPCB,RAN,0.29952281554267124,0.0
meandifference,PMPCB,RARS,0.23477334374760722,0.0
meandifference,PMPCB,RBM4,0.1023947609700799,0.0
meandifference,PMPCB,RPA2,0.08052061450483874,0.0
meandifference,PMPCB,RPA3,0.22967282059336605,0.0
meandifference,PMPCB,RPL10,0.1206723374469871,0.0
meandifference,PMPCB,RPL10A,0.1442666592612693,0.0
meandifference,PMPCB,RPL11,0.027425993738320102,0.0
meandifference,PMPCB,RPL12,0.11795076640544025,0.0
meandifference,PMPCB,RPL13,0.09964687851490456,0.0
meandifference,PMPCB,RPL13A,0.16886551572250513,0.0
meandifference,PMPCB,RPL14,0.0865082435936005,0.0
meandifference,PMPCB,RPL15,0.09302096590839355,0.0
meandifference,PMPCB,RPL17,0.09719158362567325,0.0
meandifference,PMPCB,RPL18,0.05858552653081735,0.0
meandifference,PMPCB,RPL19,0.07729635870362761,0.0
meandifference,PMPCB,RPL21,0.04190932544173255,0.0
meandifference,PMPCB,RPL23,0.08666180461075615,0.0
meandifference,PMPCB,RPL24,0.025622938462480697,0.0
meandifference,PMPCB,RPL26,0.15932103518951957,0.0
meandifference,PMPCB,RPL27A,0.1135530744231346,0.0
meandifference,PMPCB,RPL3,0.12012522513831744,0.0
meandifference,PMPCB,RPL30,0.05912923813783305,0.0
meandifference,PMPCB,RPL31,0.055339101300223646,0.0
meandifference,PMPCB,RPL32,0.0920711043653524,0.0
meandifference,PMPCB,RPL34,0.12495957303024594,0.0
meandifference,PMPCB,RPL36,0.0264409483860608,0.0
meandifference,PMPCB,RPL36AL,0.2767202413464185,0.0
meandifference,PMPCB,RPL37,0.07961616945191624,0.0
meandifference,PMPCB,RPL37A,0.11700375393161355,0.0
meandifference,PMPCB,RPL38,0.0458974523172188,0.0
meandifference,PMPCB,RPL4,0.1397244395888482,0.0
meandifference,PMPCB,RPL5,0.11053387379630206,0.0
meandifference,PMPCB,RPL6,0.0621053694126975,0.0
meandifference,PMPCB,RPL7,0.14016953329457932,0.0
meandifference,PMPCB,RPL8,0.01948098509112835,0.0
meandifference,PMPCB,RPL9,0.11305870501540524,0.0
meandifference,PMPCB,RPLP0,0.0650105408571456,0.0
meandifference,PMPCB,RPLP2,0.06153763314801955,0.0
meandifference,PMPCB,RPS11,0.1405446591814103,0.0
meandifference,PMPCB,RPS12,0.06407693991139145,0.0
meandifference,PMPCB,RPS14,0.12004309598030274,0.0
meandifference,PMPCB,RPS15A,0.08919674909416836,0.0
meandifference,PMPCB,RPS17,0.08072769262563895,0.0
meandifference,PMPCB,RPS19,0.0587798835449763,0.0
meandifference,PMPCB,RPS20,0.1017250680250967,0.0
meandifference,PMPCB,RPS24,0.07911245436853385,0.0
meandifference,PMPCB,RPS27,0.20490457863075814,0.0
meandifference,PMPCB,RPS28,0.019819065552866,0.0
meandifference,PMPCB,RPS29,0.05194251687833,0.0
meandifference,PMPCB,RPS3,0.10138639775457531,0.0
meandifference,PMPCB,RPS3A,0.14183910822149087,0.0
meandifference,PMPCB,RPS4X,0.11527020770569625,0.0
meandifference,PMPCB,RPS5,0.0969055266197276,0.0
meandifference,PMPCB,RPS6,0.19730035942861623,0.0
meandifference,PMPCB,RPS7,0.0563836191555397,0.0
meandifference,PMPCB,RPS9,0.036963110007122296,0.0
meandifference,PMPCB,RPSA,0.025684274876416446,0.0
meandifference,PMPCB,RRM2,0.3968003446725305,0.0
meandifference,PMPCB,RSL1D1,0.17448754592124266,0.0
meandifference,PMPCB,RSL24D1,0.22190367615729123,0.0
meandifference,PMPCB,RUVBL1,0.26569381955511207,0.0
meandifference,PMPCB,SBNO1,0.17895608454874218,0.0
meandifference,PMPCB,SDAD1,0.0676411939080447,0.0
meandifference,PMPCB,SF3A1,0.2136346334988004,0.0
meandifference,PMPCB,SF3B1,0.3581881800454636,0.0
meandifference,PMPCB,SF3B2,0.09193620017544316,0.0
meandifference,PMPCB,SF3B3,0.23282935857248,0.0
meandifference,PMPCB,SFPQ,0.27486495105406555,0.0
meandifference,PMPCB,SLC1A5,0.1238121815725475,0.0
meandifference,PMPCB,SMC1A,0.219407959775496,0.0
meandifference,PMPCB,SMC4,0.36092157123827434,0.0
meandifference,PMPCB,SNRNP40,0.20883147672067032,0.0
meandifference,PMPCB,SNRPB,0.34170495794851785,0.0
meandifference,PMPCB,SNRPD1,0.2594522176952974,0.0
meandifference,PMPCB,SNRPE,0.23549769629713113,0.0
meandifference,PMPCB,SNRPG,0.3276507929545509,0.0
meandifference,PMPCB,SOD1,0.3466038699680162,0.0
meandifference,PMPCB,SON,0.16395265101320738,0.0
meandifference,PMPCB,SRP72,0.0789926982923488,0.0
meandifference,PMPCB,SRP9,0.08673621956103135,0.0
meandifference,PMPCB,SRRM1,0.3454684110980402,0.0
meandifference,PMPCB,SRRM2,0.11543337376948665,0.0
meandifference,PMPCB,SRRT,0.21862148048130695,0.0
meandifference,PMPCB,SRSF11,0.1945317711105767,0.0
meandifference,PMPCB,SSRP1,0.18000373244901363,0.0
meandifference,PMPCB,SUPT5H,0.1416216683020161,0.0
meandifference,PMPCB,SUPT6H,0.1376764030620958,0.0
meandifference,PMPCB,TBCA,0.2869300630270642,0.0
meandifference,PMPCB,THOC2,0.24108075832789,0.0
meandifference,PMPCB,TIMM13,0.33789223795382833,0.0
meandifference,PMPCB,TKT,0.3202327383914585,0.0
meandifference,PMPCB,TMEM258,0.08019356983727424,0.0
meandifference,PMPCB,TMSB10,0.1681138552839622,0.0
meandifference,PMPCB,TPX2,0.3929378344109112,0.0
meandifference,PMPCB,TRA2B,0.29184129223664657,0.0
meandifference,PMPCB,TRAPPC4,0.1961009510289476,0.0
meandifference,PMPCB,TRMT112,0.1988763104750361,0.0
meandifference,PMPCB,U2SURP,0.1657294411658985,0.0
meandifference,PMPCB,UBA2,0.1279929474057373,0.0
meandifference,PMPCB,UBE2L3,0.2671031944982111,0.0
meandifference,PMPCB,UBE2M,0.23684878798977937,0.0
meandifference,PMPCB,UBE2N,0.31628836693244466,0.0
meandifference,PMPCB,UBL5,0.3786294789218755,0.0
meandifference,PMPCB,UBTF,0.10118999796328179,0.0
meandifference,PMPCB,UQCRC1,0.291116342488077,0.0
meandifference,PMPCB,UQCRQ,0.42205138279671217,1.0
meandifference,PMPCB,UROD,0.1854700499167442,0.0
meandifference,PMPCB,USP7,0.14151390242572348,0.0
meandifference,PMPCB,VARS,0.39081572529911335,0.0
meandifference,PMPCB,VCP,0.4695516011936588,0.0
meandifference,PMPCB,WBP11,0.2401875846257581,0.0
meandifference,PMPCB,WDR12,0.2408342739607705,0.0
meandifference,PMPCB,WDR3,0.19933981835562026,0.0
meandifference,PMPCB,WDR36,0.22268099481548095,0.0
meandifference,PMPCB,XPO1,0.3051303729833747,0.0
meandifference,PMPCB,YARS,0.0889082286783909,0.0
meandifference,PMPCB,ZMAT2,0.0549226804315507,0.0
meandifference,PMPCB,ZNF207,0.14335828604731016,0.0
meandifference,PNISR,AATF,0.08600178491521854,0.0
meandifference,PNISR,ABCE1,0.1013974488015077,0.0
meandifference,PNISR,ABCF1,0.0957510300321238,0.0
meandifference,PNISR,ACIN1,0.1076207788610945,0.0
meandifference,PNISR,ACTB,0.09852992708780325,0.0
meandifference,PNISR,ACTR2,0.07796352209996195,0.0
meandifference,PNISR,AHCTF1,0.09179650023007875,0.0
meandifference,PNISR,ALYREF,0.14140346461680464,0.0
meandifference,PNISR,ANAPC15,0.12691875986542014,0.0
meandifference,PNISR,ANKRD11,0.10261291851778415,0.0
meandifference,PNISR,AP2M1,0.1047203667752596,0.0
meandifference,PNISR,ARCN1,0.09516377798525655,0.0
meandifference,PNISR,ARGLU1,0.0793981879664927,1.0
meandifference,PNISR,ARPC2,0.0700763350103582,0.0
meandifference,PNISR,ARPC4,0.08285145106862996,0.0
meandifference,PNISR,ATP6V0B,0.07279874669945965,0.0
meandifference,PNISR,BANF1,0.0839964158853706,0.0
meandifference,PNISR,BDP1,0.1853151965272669,0.0
meandifference,PNISR,BOP1,0.07243137404979486,0.0
meandifference,PNISR,BRK1,0.1333783982984873,0.0
meandifference,PNISR,BUB1,0.0921974650246756,0.0
meandifference,PNISR,BUB3,0.10753453965965576,0.0
meandifference,PNISR,C19orf53,0.10901723795326385,0.0
meandifference,PNISR,C1QBP,0.07618130257786529,0.0
meandifference,PNISR,C9orf16,0.186672486517624,0.0
meandifference,PNISR,C9orf78,0.11862108554487319,0.0
meandifference,PNISR,CCT2,0.0871481992837117,0.0
meandifference,PNISR,CCT3,0.0624403013163683,0.0
meandifference,PNISR,CCT4,0.07273915862672176,0.0
meandifference,PNISR,CCT7,0.0691985832696058,0.0
meandifference,PNISR,CDC27,0.09920416671560729,0.0
meandifference,PNISR,CDC37,0.06597606091158725,0.0
meandifference,PNISR,CDK1,0.11662127159833904,0.0
meandifference,PNISR,CHEK1,0.13874979603400028,0.0
meandifference,PNISR,CHORDC1,0.08545897504334546,0.0
meandifference,PNISR,CIAO1,0.0910906864612686,0.0
meandifference,PNISR,CKAP5,0.09254541758201555,0.0
meandifference,PNISR,CLTC,0.08544962672092475,0.0
meandifference,PNISR,CNOT1,0.09598372362304705,0.0
meandifference,PNISR,COPS6,0.14368051431884565,0.0
meandifference,PNISR,COPZ1,0.10493767587968275,0.0
meandifference,PNISR,COX7C,0.08027596203818606,0.0
meandifference,PNISR,CPSF3,0.10157218945306176,0.0
meandifference,PNISR,CSE1L,0.11516397537455264,0.0
meandifference,PNISR,CSNK1A1,0.09581109474337825,0.0
meandifference,PNISR,CYCS,0.09984850336434885,0.0
meandifference,PNISR,DCUN1D5,0.15666230990911015,0.0
meandifference,PNISR,DDX24,0.12179861477491805,0.0
meandifference,PNISR,DDX46,0.10657820912185975,0.0
meandifference,PNISR,DDX5,0.0691978243855797,0.0
meandifference,PNISR,DENR,0.07610847543356361,0.0
meandifference,PNISR,DHX15,0.08869663871186115,0.0
meandifference,PNISR,DHX36,0.2023762220668549,0.0
meandifference,PNISR,DLD,0.17054891621811044,0.0
meandifference,PNISR,DNAJA1,0.07857426048578045,0.0
meandifference,PNISR,DNAJC19,0.03902819842258275,0.0
meandifference,PNISR,DNAJC8,0.0509852547764778,0.0
meandifference,PNISR,DNMT1,0.1296607968587048,0.0
meandifference,PNISR,DNTTIP2,0.0949983692367466,0.0
meandifference,PNISR,DRAP1,0.16860848011678575,0.0
meandifference,PNISR,DYNC1H1,0.0857037488878989,0.0
meandifference,PNISR,DYNC1I2,0.06886239133696159,0.0
meandifference,PNISR,EEF1G,0.0761253005499742,0.0
meandifference,PNISR,EEF2,0.047960258578280957,0.0
meandifference,PNISR,EGLN2,0.15193071394404575,0.0
meandifference,PNISR,EIF2B5,0.1503130667230304,0.0
meandifference,PNISR,EIF2S1,0.1145437271511068,0.0
meandifference,PNISR,EIF3A,0.0705665604141293,0.0
meandifference,PNISR,EIF3D,0.1184205907314407,0.0
meandifference,PNISR,EIF3E,0.06050277478913865,0.0
meandifference,PNISR,EIF3H,0.055437793300589705,0.0
meandifference,PNISR,EIF3M,0.1223769483263395,0.0
meandifference,PNISR,EIF4E,0.06951825163644185,0.0
meandifference,PNISR,EIF4G1,0.0862298473156228,0.0
meandifference,PNISR,EIF4G2,0.09003294337185061,0.0
meandifference,PNISR,EIF5,0.09602410393077496,0.0
meandifference,PNISR,EXOC3,0.08403766755911765,0.0
meandifference,PNISR,GAPDH,0.049677182789967904,0.0
meandifference,PNISR,GARS,0.19362081324883862,0.0
meandifference,PNISR,GNL2,0.2091913360645576,0.0
meandifference,PNISR,GPN3,0.09313420447658514,0.0
meandifference,PNISR,GTF2A2,0.0526640972300451,0.0
meandifference,PNISR,GTF3C6,0.0570322376011585,0.0
meandifference,PNISR,H3F3A,0.07986065269124745,0.0
meandifference,PNISR,HEATR1,0.23406831033424452,0.0
meandifference,PNISR,HIRA,0.09403850653585115,0.0
meandifference,PNISR,HMGB1,0.05860985989838225,0.0
meandifference,PNISR,HNRNPC,0.0455794977538439,0.0
meandifference,PNISR,HNRNPM,0.041823057523795504,0.0
meandifference,PNISR,HNRNPR,0.10907242782176754,0.0
meandifference,PNISR,HSPA5,0.07440195380266826,0.0
meandifference,PNISR,HSPA8,0.0683907900982973,0.0
meandifference,PNISR,HSPA9,0.09349215633114989,0.0
meandifference,PNISR,HSPD1,0.0467854338426979,0.0
meandifference,PNISR,IARS2,0.07691363419294356,0.0
meandifference,PNISR,ICE1,0.05997829859317565,0.0
meandifference,PNISR,IK,0.11993323551477214,0.0
meandifference,PNISR,KIF11,0.05744551581740375,0.0
meandifference,PNISR,KPNB1,0.07228131971383575,0.0
meandifference,PNISR,KRR1,0.15584839972111636,0.0
meandifference,PNISR,KRT10,0.0866250406335811,0.0
meandifference,PNISR,KRT8,0.1530777802433286,0.0
meandifference,PNISR,LIMS1,0.07405536449892175,0.0
meandifference,PNISR,LSM2,0.099081458659318,0.0
meandifference,PNISR,LSM5,0.0768934151588654,0.0
meandifference,PNISR,LSM6,0.097857410481268,0.0
meandifference,PNISR,LTV1,0.2506746178144095,0.0
meandifference,PNISR,MAGOH,0.1126583000088224,0.0
meandifference,PNISR,MED1,0.12284998901340424,0.0
meandifference,PNISR,MED10,0.1585170101177935,0.0
meandifference,PNISR,METAP2,0.09612267361794194,0.0
meandifference,PNISR,MRPL14,0.11150022182805194,0.0
meandifference,PNISR,MRPL18,0.08730558892816906,0.0
meandifference,PNISR,MRPL3,0.0986889382474276,0.0
meandifference,PNISR,MRPL36,0.071887244991137,0.0
meandifference,PNISR,MRPS35,0.0517714399533612,0.0
meandifference,PNISR,MYCBP,0.10725379011253915,0.0
meandifference,PNISR,MZT1,0.06150523455605205,0.0
meandifference,PNISR,NAA38,0.1278011525360905,0.0
meandifference,PNISR,NACA,0.035759953017624,0.0
meandifference,PNISR,NASP,0.06925623457383134,0.0
meandifference,PNISR,NCBP2,0.08194018571486275,0.0
meandifference,PNISR,NCL,0.07698805011814949,0.0
meandifference,PNISR,NDUFA2,0.08313004081869606,0.0
meandifference,PNISR,NDUFAB1,0.06063984014258085,0.0
meandifference,PNISR,NDUFB10,0.0692814942729716,0.0
meandifference,PNISR,NDUFB6,0.1347687064026083,0.0
meandifference,PNISR,NDUFB8,0.19418947034648482,0.0
meandifference,PNISR,NDUFS5,0.03420399638584675,0.0
meandifference,PNISR,NEDD8,0.10783606380321539,0.0
meandifference,PNISR,NIFK,0.14071902135780878,0.0
meandifference,PNISR,NIP7,0.094236589640014,0.0
meandifference,PNISR,NOL11,0.059441182756423905,0.0
meandifference,PNISR,NUP107,0.11398824311032585,0.0
meandifference,PNISR,NUP205,0.07526071786174965,0.0
meandifference,PNISR,OSTC,0.11244061920302251,0.0
meandifference,PNISR,OXA1L,0.09819994390290604,0.0
meandifference,PNISR,PCBP2,0.09806609562282655,0.0
meandifference,PNISR,PCID2,0.1533331047626174,0.0
meandifference,PNISR,PDCD5,0.0848560591756081,0.0
meandifference,PNISR,PDCD6,0.09805399344928405,0.0
meandifference,PNISR,PDCD6IP,0.09766309618061896,0.0
meandifference,PNISR,PFN1,0.07952671316472851,0.0
meandifference,PNISR,PHB,0.08391659292371906,0.0
meandifference,PNISR,PHB2,0.15040371510398626,0.0
meandifference,PNISR,PKM,0.1250965194098803,0.0
meandifference,PNISR,PMF1,0.2368359317940108,0.0
meandifference,PNISR,PMPCB,0.07219286954025836,0.0
meandifference,PNISR,POLR2A,0.06743925823143546,0.0
meandifference,PNISR,POLR2B,0.0751816717679403,0.0
meandifference,PNISR,POLR2E,0.14854559443130785,0.0
meandifference,PNISR,POLR2F,0.10228528007779794,0.0
meandifference,PNISR,POLR2I,0.162054556947095,0.0
meandifference,PNISR,POP7,0.11374602139348886,0.0
meandifference,PNISR,PPA1,0.06443701683769415,0.0
meandifference,PNISR,PPIA,0.04375795280033225,0.0
meandifference,PNISR,PPP1CA,0.0625056859530964,0.0
meandifference,PNISR,PPP2R1A,0.11083580136712715,0.0
meandifference,PNISR,PRELID1,0.0832944834183673,0.0
meandifference,PNISR,PRELID3B,0.12618788515280693,0.0
meandifference,PNISR,PRPF4B,0.1444108065732887,1.0
meandifference,PNISR,PSMA1,0.0779036903280384,0.0
meandifference,PNISR,PSMA3,0.10050888831919544,0.0
meandifference,PNISR,PSMA4,0.13812682120410766,0.0
meandifference,PNISR,PSMB1,0.06221217011042995,0.0
meandifference,PNISR,PSMB5,0.054427105634553045,0.0
meandifference,PNISR,PSMB6,0.11878599154778885,0.0
meandifference,PNISR,PSMB7,0.12012196278693715,0.0
meandifference,PNISR,PSMC1,0.09672164452976105,0.0
meandifference,PNISR,PSMC2,0.10642105205509125,0.0
meandifference,PNISR,PSMC4,0.0457259770162251,0.0
meandifference,PNISR,PSMD1,0.0640887957658086,0.0
meandifference,PNISR,PSMD12,0.1120656899235686,0.0
meandifference,PNISR,PSMD4,0.09672955229914909,0.0
meandifference,PNISR,PSMD6,0.11217410961924759,0.0
meandifference,PNISR,PSMD7,0.12194367310964324,0.0
meandifference,PNISR,PSMG3,0.13045366266053546,0.0
meandifference,PNISR,PTMA,0.0567804889508656,0.0
meandifference,PNISR,QARS,0.10164786669076706,0.0
meandifference,PNISR,RAC1,0.07768832015857399,0.0
meandifference,PNISR,RAN,0.038281987570013304,0.0
meandifference,PNISR,RARS,0.038283534093414,0.0
meandifference,PNISR,RBM4,0.07716391777213735,0.0
meandifference,PNISR,RPA2,0.1246431919965208,0.0
meandifference,PNISR,RPA3,0.19008365037587222,0.0
meandifference,PNISR,RPL10,0.058337017082681394,0.0
meandifference,PNISR,RPL10A,0.061062267532640505,0.0
meandifference,PNISR,RPL11,0.0509375472409384,0.0
meandifference,PNISR,RPL12,0.04998057954262709,0.0
meandifference,PNISR,RPL13,0.03646397754026915,0.0
meandifference,PNISR,RPL13A,0.04660979762077325,0.0
meandifference,PNISR,RPL14,0.03295741629211265,0.0
meandifference,PNISR,RPL15,0.0404250847582914,0.0
meandifference,PNISR,RPL17,0.04565482555968415,0.0
meandifference,PNISR,RPL18,0.03104499869200645,0.0
meandifference,PNISR,RPL19,0.021781102112361353,0.0
meandifference,PNISR,RPL21,0.02770921698297765,0.0
meandifference,PNISR,RPL23,0.03893709230909535,0.0
meandifference,PNISR,RPL24,0.03609765769900105,0.0
meandifference,PNISR,RPL26,0.02679759990633745,0.0
meandifference,PNISR,RPL27A,0.0551154283307036,0.0
meandifference,PNISR,RPL3,0.05220237246970735,0.0
meandifference,PNISR,RPL30,0.047537956427554595,0.0
meandifference,PNISR,RPL31,0.07060212735862145,0.0
meandifference,PNISR,RPL32,0.047966227593227245,0.0
meandifference,PNISR,RPL34,0.05780436353245555,0.0
meandifference,PNISR,RPL36,0.035522470101531596,0.0
meandifference,PNISR,RPL36AL,0.08624116929197795,0.0
meandifference,PNISR,RPL37,0.02635433664321895,0.0
meandifference,PNISR,RPL37A,0.03914546950398655,0.0
meandifference,PNISR,RPL38,0.05334541780875645,0.0
meandifference,PNISR,RPL4,0.044854346897164096,0.0
meandifference,PNISR,RPL5,0.043817074369411,0.0
meandifference,PNISR,RPL6,0.03069303990675475,0.0
meandifference,PNISR,RPL7,0.027690964981974302,0.0
meandifference,PNISR,RPL8,0.04229075574242335,0.0
meandifference,PNISR,RPL9,0.02239425977736095,0.0
meandifference,PNISR,RPLP0,0.059361626079617646,0.0
meandifference,PNISR,RPLP2,0.052831332024262795,0.0
meandifference,PNISR,RPS11,0.028528957685159104,0.0
